"","Department","Date","Zile"
"2392","Thoracoabdominal oncology",2023-11-03,4
"2393","Thoracoabdominal oncology",2023-11-10,4
"2394","Thoracoabdominal oncology",2023-11-17,3
"2395","Thoracoabdominal oncology",2023-11-24,3
"2396","Thoracoabdominal oncology",2023-12-01,4
"2397","Thoracoabdominal oncology",2023-12-08,4
"2398","Thoracoabdominal oncology",2023-12-15,4
"2399","Thoracoabdominal oncology",2023-12-22,4
"2400","Thoracoabdominal oncology",2023-12-29,11
"2401","Urology",2022-03-04,5
"2402","Urology",2022-03-11,6
"2403","Urology",2022-03-18,7
"2404","Urology",2022-03-25,8
"2405","Urology",2022-04-01,9
"2406","Urology",2022-04-08,7
"2407","Urology",2022-04-15,7
"2408","Urology",2022-04-22,8
"2409","Urology",2022-04-29,7
"2410","Urology",2022-05-06,7
"2411","Urology",2022-05-13,7
"2412","Urology",2022-05-20,7
"2413","Urology",2022-05-27,7
"2414","Urology",2022-06-03,7
"2415","Urology",2022-06-10,4
"2416","Urology",2022-06-17,2
"2417","Urology",2022-06-24,7
"2418","Urology",2022-07-01,0
"2419","Urology",2022-07-08,7
"2420","Urology",2022-07-15,8
"2421","Urology",2022-07-22,8
"2422","Urology",2022-07-29,8
"2423","Urology",2022-08-05,8
"2424","Urology",2022-08-12,7
"2425","Urology",2022-08-19,8
"2426","Urology",2022-08-26,8
"2427","Urology",2022-09-02,8
"2428","Urology",2022-09-09,3
"2429","Urology",2022-09-16,3
"2430","Urology",2022-09-23,3
"2431","Urology",2022-09-30,2
"2432","Urology",2022-10-07,8
"2433","Urology",2022-10-14,2
"2434","Urology",2022-10-21,7
"2435","Urology",2022-10-28,0
"2436","Urology",2022-11-04,0
"2437","Urology",2022-11-11,1
"2438","Urology",2022-11-18,0
"2439","Urology",2022-11-25,0
"2440","Urology",2022-12-02,2
"2441","Urology",2022-12-09,1
"2442","Urology",2022-12-16,1
"2443","Urology",2022-12-23,2
"2444","Urology",2022-12-30,0
"2445","Urology",2023-01-06,1
"2446","Urology",2023-01-13,0
"2447","Urology",2023-01-20,0
"2448","Urology",2023-01-27,1
"2449","Urology",2023-02-03,2
"2450","Urology",2023-02-10,1
"2451","Urology",2023-02-17,2
"2452","Urology",2023-02-24,2
"2453","Urology",2023-03-03,1
"2454","Urology",2023-03-10,3
"2455","Urology",2023-03-17,2
"2456","Urology",2023-03-24,1
"2457","Urology",2023-03-31,1
"2458","Urology",2023-04-07,8
"2459","Urology",2023-04-14,2
"2460","Urology",2023-04-21,3
"2461","Urology",2023-04-28,2
"2462","Urology",2023-05-05,2
"2463","Urology",2023-05-12,3
"2464","Urology",2023-05-19,0
"2465","Urology",2023-05-26,1
"2466","Urology",2023-06-02,0
"2467","Urology",2023-06-09,1
"2468","Urology",2023-06-16,0
"2469","Urology",2023-06-23,0
"2470","Urology",2023-06-30,0
"2471","Urology",2023-07-07,7
"2472","Urology",2023-07-14,7
"2473","Urology",2023-07-21,3
"2474","Urology",2023-07-28,1
"2475","Urology",2023-08-04,1
"2476","Urology",2023-08-11,0
"2477","Urology",2023-08-18,2
"2478","Urology",2023-08-25,2
"2479","Urology",2023-09-01,7
"2480","Urology",2023-09-08,1
"2481","Urology",2023-09-15,1
"2482","Urology",2023-09-22,2
"2483","Urology",2023-09-29,8
"2484","Urology",2023-10-06,14
"2485","Urology",2023-10-13,10
"2486","Urology",2023-10-20,6
"2487","Urology",2023-10-27,10
"2488","Urology",2023-11-03,10
"2489","Urology",2023-11-10,10
"2490","Urology",2023-11-17,5
"2491","Urology",2023-11-24,5
"2492","Urology",2023-12-01,5
"2493","Urology",2023-12-08,11
"2494","Urology",2023-12-15,11
"2495","Urology",2023-12-22,6
"2496","Urology",2023-12-29,11
