"","Sectie","Data","Zile"
"2312","Oncologie medicală 3",2023-12-15,14
"2313","Staționar de zi",2023-12-15,11
"2314","Ginecologie, Benign",2023-12-15,25
"2315","Ginecologie, Malign",2023-12-15,18
"2316","Toraco-abdominală",2023-12-22,4
"2317","Broncoscopie Chirurugie de o zi",2023-12-22,13
"2318","Gastrologie",2023-12-22,4
"2319","Tumori ale pielii, melanom și ALM",2023-12-22,11
"2320","Urologie",2023-12-22,6
"2321","Ginecologie, Benign",2023-12-22,18
"2322","Ginecologie, Malign",2023-12-22,18
"2323","Mamologie, Benign",2023-12-22,55
"2324","Mamologie, Malign Primar",2023-12-22,39
"2325","Mamologie, Malign Secundar",2023-12-22,45
"2326","Proctologie",2023-12-22,20
"2327","Pediatrie oncologică",2023-12-22,0
"2328","Tumori cap și gât, Anestezie generală",2023-12-22,34
"2329","Tumori cap și gât, Anestezie locală",2023-12-22,27
"2330","Tumori cap și gât, Neonco",2023-12-22,45
"2331","Hematologie 1",2023-12-22,4
"2332","Hematologie 2",2023-12-22,5
"2333","Hematologie 4",2023-12-22,5
"2334","Hematologie pentru copii",2023-12-22,0
"2335","Oncologie radiologică 1",2023-12-22,32
"2336","Oncologie radiologică 2",2023-12-22,32
"2337","Oncologie radiologică 3",2023-12-22,31
"2338","Oncologie radiologică 4/Branhiterapia",2023-12-22,26
"2339","Oncologie medicală 1",2023-12-22,11
"2340","Oncologie medicală 2",2023-12-22,4
"2341","Oncologie medicală 3",2023-12-22,19
"2342","Staționar de zi",2023-12-22,20
"2343","Toraco-abdominală",2023-12-29,11
"2344","Broncoscopie Chirurugie de o zi",2023-12-29,18
"2345","Gastrologie",2023-12-29,4
"2346","Tumori ale pielii, melanom și ALM",2023-12-29,14
"2347","Urologie",2023-12-29,11
"2348","Ginecologie, Benign",2023-12-29,11
"2349","Ginecologie, Malign",2023-12-29,17
"2350","Mamologie, Benign",2023-12-29,46
"2351","Mamologie, Malign Primar",2023-12-29,39
"2352","Mamologie, Malign Secundar",2023-12-29,42
"2353","Proctologie",2023-12-29,26
"2354","Pediatrie oncologică",2023-12-29,0
"2355","Tumori cap și gât, Anestezie generală",2023-12-29,46
"2356","Staționar de zi",2023-12-29,21
"2357","Tumori cap și gât, Anestezie locală",2023-12-29,45
"2358","Tumori cap și gât, Neonco",2023-12-29,53
"2359","Hematologie 1",2023-12-29,4
"2360","Oncologie radiologică 2",2023-12-29,32
"2361","Hematologie 2",2023-12-29,6
"2362","Hematologie 4",2023-12-29,4
"2363","Hematologie pentru copii",2023-12-29,0
"2364","Oncologie radiologică 1",2023-12-29,32
"2365","Oncologie radiologică 3",2023-12-29,24
"2366","Oncologie radiologică 4/Branhiterapia",2023-12-29,19
"2367","Oncologie medicală 1",2023-12-29,24
"2368","Oncologie medicală 2",2023-12-29,11
"2369","Oncologie medicală 3",2023-12-29,25
